FID,num,序号,学校名,学校标,主管部,所在地,办学层,备注,campusName,uid,area,lngN,latN,面积,EXT_MIN_X,EXT_MIN_Y,EXT_MAX_X,EXT_MAX_Y,lngC,latC,x_min,x_max,dx,y_min,y_max,dy
85,2382,1891,中山大学,4144010558.000000000000000,教育部,广州市,本科,公办,中山大学南方学院,72e57fd77c060dacf9dc858b,从化区,113.674048099999993,23.635212610000000,64.6744003,113.669131276000002,23.630694858399998,113.679592173000003,23.640142112600000,113.674361724999997,23.635418485500001,106921,106925,4,56677,56673,4
86,2432,1904,韩山师范学院,4144010578.000000000000000,广东省,潮州市,本科,公办,韩山师范学院,9132c4202b3bfdbb4e776ee6,湘桥区,116.661911000000003,23.657926069999998,53.3146019,116.654109653000006,23.652266295699999,116.672411827999994,23.666346323199999,116.663260739999998,23.659306309400002,108008,108015,7,56668,56663,5
87,2627,2068,广西科技师范学院,4145011546.000000000000000,广西壮族自治区,来宾市,本科,公办,广西科技师范学院,fa216c990513b832e8e5826f,兴宾区,109.206780100000003,23.775835969999999,68.8581009,109.200871422999995,23.771642068100000,109.213121416000007,23.780800316800001,109.206996419999996,23.776221192500000,105294,105299,5,56621,56617,4
88,2619,2066,百色学院,4145010609.000000000000000,广西壮族自治区,百色市,本科,公办,百色学院(澄碧校区),6a4ea062b337ceee40afe6cb,右江区,106.645759499999997,23.924370369999998,52.0914993,106.639785502999999,23.919075901199999,106.651997210999994,23.927370929500000,106.645891356999996,23.923223415399999,104362,104366,4,56562,56559,3
89,2569,2052,广西科技大学,4145010594.000000000000000,广西壮族自治区,柳州市,本科,公办,广西科技大学(柳石校区),d1469ee77f8f1e63843304e8,鱼峰区,109.438645500000007,24.245567330000000,32.8956985,109.435374156999998,24.241908925200001,109.442132538999999,24.249182835300001,109.438753348000006,24.245545880200002,105380,105382,2,56434,56431,3
90,2441,1907,嘉应学院,4144010582.000000000000000,广东省,梅州市,本科,公办,嘉应学院(江北校区),cde9e2c75ecae2b7e91e97b0,梅江区,116.124087000000003,24.331086429999999,50.1148987,116.120578394000006,24.326148125500001,116.128290370000002,24.336261909299999,116.124434382000004,24.331205017399999,107814,107817,3,56400,56396,4
91,2568,2052,广西科技大学,4145010594.000000000000000,广西壮族自治区,柳州市,本科,公办,广西科技大学(文昌校区),8fe7ea46c759c0f23ce23125,城中区,109.442329200000003,24.332441870000000,72.2554016,109.435397597000005,24.326579528200000,109.447323846000003,24.337845975699999,109.441360721999999,24.332212751899998,105380,105384,4,56400,56395,5
92,3040,2451,玉溪师范学院,4153011390.000000000000000,云南省,玉溪市,本科,公办,玉溪师范学院,4bb049d9a23045469800509b,红塔区,102.562344899999999,24.342431030000000,62.5248985,102.556239478999998,24.337688843700001,102.567703946999998,24.345546821900001,102.561971713000005,24.341617832800001,102875,102879,4,56395,56392,3
93,2646,2078,柳州工学院,4145013639.000000000000000,广西壮族自治区教育厅,柳州市,本科,民办,柳州工学院,b9e5d0b806322bbd80a12e96,鱼峰区,109.526455499999997,24.370280139999998,46.2128983,109.522070704000001,24.366018564200001,109.529737492999999,24.374859647800001,109.525904099000002,24.370439105999999,105411,105414,3,56384,56380,4
94,2639,2074,贺州学院,4145011838.000000000000000,广西壮族自治区,贺州市,本科,公办,贺州学院(西校区),dffd4642c1efa0b33c9a5e3e,八步区,111.507922399999998,24.413001950000002,63.2505989,111.502349258999999,24.408651284400001,111.512770369999998,24.421338093199999,111.507559814000004,24.414994688800000,106132,106136,4,56367,56362,5
95,1455,1129,厦门大学,4135010384.000000000000000,教育部,厦门市,本科,公办,厦门大学(思明校区),75b7a8f855318e27e3110384,思明区,118.097144999999998,24.438821930000000,135.6959991,118.087416877999999,24.431894196300000,118.109532650999995,24.445168408800001,118.098474764000002,24.438531302600001,108530,108538,8,56358,56352,6
96,2605,2062,河池学院,4145010605.000000000000000,广西壮族自治区,河池市,本科,公办,河池学院,41ff27f091e580579a00505e,宜州区,108.663622300000000,24.501402460000001,38.0578003,108.655898336000007,24.498361988300001,108.669842091999996,24.503952819999999,108.662870213999994,24.501157404099999,105096,105101,5,56331,56329,2
97,1484,1142,闽南师范大学,4135010402.000000000000000,福建省,漳州市,本科,公办,闽南师范大学,e8a20bcf57ea7dd9d12dd615,芗城区,117.631734300000005,24.512814010000000,62.5839996,117.626612297999998,24.507759584399999,117.642544995999998,24.515185331100000,117.634578646999998,24.511472457699998,108362,108368,6,56327,56324,3
98,1464,1134,集美大学,4135010390.000000000000000,福建省,厦门市,本科,公办,集美大学,9336cec7511b34f4be48422b,集美区,118.089613299999996,24.584884740000000,125.0869980,118.085724751000001,24.576882589800000,118.100347877000004,24.596104720400000,118.093036314000003,24.586493655100000,108529,108535,6,56300,56292,8
99,1515,1150,厦门医学院,4135012631.000000000000000,福建省,厦门市,本科,公办,厦门医学院,062838c356482941a11de9e6,集美区,117.999954500000001,24.611014640000000,33.4510002,117.996491079999998,24.607786157100001,118.005008791999998,24.615794386699999,118.000749936000005,24.611790271899999,108497,108500,3,56287,56284,3
100,1539,1156,厦门工学院,4135013115.000000000000000,福建省教育厅,厦门市,本科,民办,厦门工学院,1eeed546c27a798fb5147f19,集美区,118.061383399999997,24.618998950000002,40.6941986,118.055566503999998,24.615716914899998,118.068974232000002,24.622163141900000,118.062270368000000,24.618940028400001,108518,108523,5,56284,56281,3
101,1487,1143,厦门理工学院,4135011062.000000000000000,福建省,厦门市,本科,公办,厦门理工学院(集美校区),e98737fa567aa55995ca076a,集美区,118.081784999999996,24.626683679999999,61.9872017,118.076649881999998,24.622510969499999,118.088316289000005,24.631448455800001,118.082483085999996,24.626979712600001,108526,108530,4,56281,56278,3
102,1520,1152,闽南理工学院,4135012710.000000000000000,福建省教育厅,泉州市,本科,民办,闽南理工学院(宝盖校区),14076dee4f9175f702294f04,石狮市,118.663566700000004,24.718181640000001,65.0717010,118.658776118000006,24.712478918399999,118.672629710999999,24.723996460199999,118.665702914999997,24.718237689300000,108738,108743,5,56245,56241,4
103,2421,1902,韶关学院,4144010576.000000000000000,广东省,韶关市,本科,公办,韶关学院(韶乐园校区),ea77056cf549d20b00ec0184,浈江区,113.666702400000005,24.777705829999999,149.1380005,113.655993636999995,24.772461158500001,113.674939143000003,24.782705027199999,113.665466390000006,24.777583092899999,106916,106923,7,56221,56217,4
104,2983,2435,云南大学,4153010673.000000000000000,云南省,昆明市,本科,公办,云南大学(呈贡校区),de8b35ec773e918e246e9815,呈贡区,102.849197599999997,24.829999420000000,253.4380035,102.837137787000003,24.821518066800000,102.861848101999996,24.836423173400000,102.849492944000005,24.828970620100002,102977,102986,9,56202,56196,6
105,3034,2449,云南艺术学院,4153010690.000000000000000,云南省,昆明市,本科,公办,云南艺术学院,b74d74bfaedd3d58ca09f0d6,呈贡区,102.825094800000002,24.835001299999998,53.1539993,102.817516917999995,24.832369235000002,102.832100014000005,24.838232501400000,102.824808465999993,24.835300868200001,102970,102976,6,56197,56195,2
106,3007,2441,云南中医药大学,4153010680.000000000000000,云南省,昆明市,本科,公办,云南中医药大学,c04a4b7a21dff3ff0a69d9fb,呈贡区,102.821371600000006,24.841203239999999,51.0956001,102.816341645999998,24.834293769199999,102.825991410000000,24.845575424000000,102.821166528000006,24.839934596599999,102970,102973,3,56196,56192,4
107,3037,2450,云南民族大学,4153010691.000000000000000,云南省,昆明市,本科,公办,云南民族大学(雨花校区),6112ddf9c0376eb725e0a0f1,呈贡区,102.850490800000003,24.841181570000000,106.4219971,102.842625526999996,24.836446198699999,102.858778934000000,24.846189966600001,102.850702229999996,24.841318082600001,102979,102985,6,56196,56192,4
108,2997,2439,昆明医科大学,4153010678.000000000000000,云南省,昆明市,本科,公办,昆明医科大学,1f3cbc6b63e937d10f0e6b0e,呈贡区,102.825092999999995,24.848484480000000,97.9918976,102.820099442000000,24.841402320600000,102.834439654999997,24.852678948800001,102.827269548000004,24.847040634700001,102971,102976,5,56194,56189,5
109,2987,2436,昆明理工大学,4153010674.000000000000000,云南省,昆明市,本科,公办,昆明理工大学(呈贡校区),1932a917039edbf63de23172,呈贡区,102.855496599999995,24.853011949999999,231.3699951,102.849056175000001,24.839301072900000,102.866259653000000,24.862156527000000,102.857657914000001,24.850728799900001,102982,102988,6,56194,56185,9
110,3009,2442,云南师范大学,4153010681.000000000000000,云南省,昆明市,本科,公办,云南师范大学(呈贡校区),0f03227bf33ea80dc829151f,呈贡区,102.851897300000005,24.864298789999999,127.1100006,102.842527626999996,24.859049139000000,102.860649006000003,24.870026234400001,102.851588316000004,24.864537686700000,102979,102986,7,56186,56182,4
111,1481,1141,泉州师范学院,4135010399.000000000000000,福建省,泉州市,本科,公办,泉州师范学院,24f9694fd2a6ffb63fe231e7,丰泽区,118.666227500000005,24.871115039999999,75.3385010,118.661098530000004,24.865266090900001,118.671830087000004,24.877060930700001,118.666464308000002,24.871163510799999,108739,108743,4,56184,56179,5
112,3029,2448,云南财经大学,4153010689.000000000000000,云南省,昆明市,本科,公办,云南财经大学(安宁校区),cac68fe3e3081bc608f5eb19,安宁市,102.560337300000000,24.882703990000000,59.6929016,102.554432720999998,24.878818621499999,102.567885367000002,24.885015427700001,102.561159043999993,24.881917024600000,102874,102879,5,56179,56176,3
113,3056,2456,云南经济管理学院,4153012560.000000000000000,云南省教育厅,昆明市,本科,民办,云南经济管理学院,d7f72de2fc769716f6c59c85,安宁市,102.434144700000004,24.901568279999999,35.6297989,102.430251233000007,24.898013001700001,102.438255368000000,24.904702209900002,102.434253300999998,24.901357605800001,102829,102832,3,56171,56168,3
114,1456,1130,华侨大学,4135010385.000000000000000,中央统战部,泉州市,本科,公办,华侨大学(泉州校区),b5dde57862f411e140afe606,丰泽区,118.639858899999993,24.938050550000000,65.2799988,118.633486382000001,24.934217580199999,118.643522446000006,24.943737681100000,118.638504413999996,24.938977630699998,108729,108732,3,56156,56152,4
115,3049,2454,昆明学院,4153011393.000000000000000,云南省,昆明市,本科,公办,昆明学院(洋浦校区),c53707a3b951a269631c6799,官渡区,102.797985199999999,24.978358940000000,104.5220032,102.792768594999998,24.973787526199999,102.804117258999995,24.983100319399998,102.798442926999996,24.978443922800000,102961,102965,4,56140,56137,3
116,1494,1145,龙岩学院,4135011312.000000000000000,福建省,龙岩市,本科,公办,龙岩学院,61085211b88d72a1c51b750c,新罗区,117.018279699999994,25.032512560000001,56.1130981,117.013057099999997,25.028624845000000,117.023143521999998,25.035784238500000,117.018100310999998,25.032204541700001,108139,108142,3,56118,56116,2
117,2989,2436,昆明理工大学,4153010674.000000000000000,云南省,昆明市,本科,公办,昆明理工大学(新迎校区),21fe631fb5a2ea5ba9f0cdd5,盘龙区,102.730795200000003,25.054382270000001,32.2845993,102.726197580000004,25.050776925800001,102.734615239999997,25.058069767999999,102.730406410000001,25.054423346899998,102937,102940,3,56109,56107,2
118,2993,2438,西南林业大学,4153010677.000000000000000,云南省,昆明市,本科,公办,西南林业大学(白龙校区),45e0ae30e6be58006cc02c53,盘龙区,102.756984900000006,25.063196619999999,71.6489029,102.749675331000006,25.058604638700000,102.763699489999993,25.067615070599999,102.756687411000001,25.063109854699999,102946,102951,5,56106,56103,3
119,2988,2436,昆明理工大学,4153010674.000000000000000,云南省,昆明市,本科,公办,昆明理工大学(莲华校区),52fadfbc73546a10c6effb37,五华区,102.694877500000004,25.064836469999999,43.8050995,102.690495468999998,25.060479298699999,102.697489332000004,25.069202402700000,102.693992401000003,25.064840850700001,102924,102927,3,56106,56102,4
120,2575,2054,桂林理工大学,4145010596.000000000000000,广西壮族自治区,桂林市,本科,公办,桂林理工大学(雁山校区),545b946854e0cc671d1d113a,雁山区,110.294751700000006,25.066113340000001,83.4849014,110.288339488999995,25.060880029800000,110.302144025999993,25.072082406800000,110.295241756999999,25.066481218300002,105690,105695,5,56105,56101,4
121,3028,2448,云南财经大学,4153010689.000000000000000,云南省,昆明市,本科,公办,云南财经大学,895936e3341c32019a00501e,五华区,102.717171600000000,25.083322639999999,37.4505997,102.712709618000005,25.079180230900000,102.722129205000002,25.086826966299999,102.717419411999998,25.083003598600001,102932,102935,3,56098,56095,3
122,2651,2080,桂林学院,4145013641.000000000000000,广西壮族自治区教育厅,桂林市,本科,民办,桂林学院,f2f15ffbad4b3f8b631c6740,雁山区,110.273798099999993,25.097724410000001,33.5446014,110.270426932999996,25.093004487999998,110.276569645999999,25.101719688399999,110.273498289000003,25.097362088200001,105684,105686,2,56093,56089,4
123,2594,2059,广西师范大学,4145010602.000000000000000,广西壮族自治区,桂林市,本科,公办,广西师范大学(雁山校区),14cd0270ddbbf7b003ec0148,雁山区,110.284158000000005,25.096647969999999,128.0690002,110.276905150999994,25.090685230599998,110.293187258000003,25.102968655900000,110.285046203999997,25.096826943300002,105686,105692,6,56093,56089,4
124,1513,1149,仰恩大学,4135011784.000000000000000,福建省教育厅,泉州市,本科,民办,仰恩大学,b7021bf843b4a9f9f4e73b0d,洛江区,118.604095400000006,25.112956709999999,111.7699966,118.594289763999996,25.103696608800000,118.615864063000004,25.119626377700001,118.605076913000005,25.111661493300002,108714,108722,8,56088,56082,6
125,2637,2073,桂林旅游学院,4145011837.000000000000000,广西壮族自治区,桂林市,本科,公办,桂林旅游学院(雁山校区),56e88cba76b39c64a5c7569c,雁山区,110.296194499999999,25.124298740000000,97.8520966,110.290700068000007,25.118789591999999,110.302541660000003,25.131723902200001,110.296620864000005,25.125256747100000,105691,105695,4,56082,56077,5
